BUDGET,POPULARITY,REVENUE,VOTE_AVERAGE,VOTE_COUNT,TAGLINE,release_year,release_month,New_Budget,New_Revenue,New_Vote_Avg
90000000,7.876,10372291,4.5,40,There's no such thing as a small affair.,2001,4,141696000,16330134,4
15000000,11.561,118243066,5.5,652,The Newton Family is going to the dogs...,1993,12,28989000,228516549,6
30000000,9.775,13273595,4.7,161,"An act of love, or an act of murder?",1993,1,57978000,25652549,5
13500000,6.328,11285588,7.3,665,Keaton & Allen reunited for fun flick!,1993,2,26090100,21810527,7
4100000,2.169,5300000,5.2,23,Remember Not To Forget,2013,6,4839230,6255589,5
5000000,8.411,1980338,6.2,106,The world's most private detective.,1998,1,8445500,3344988,6
22000000,5.359,12400000,6.4,14,"Some people talk. Some people listen. When you're 107 and going strong, you do whatever you want.",1995,3,40242400,22682080,6
14000000,9.852,18535191,6.4,122,He just doesn't know it yet.,1999,4,23286200,30829583,6
6000000,8.448,2899975,6.3,190,Sometimes it's right to do the wrong things.,2008,3,7843799,3791137,6
6000000,6.072,25059640,7.0,65,From best friends to best men.,1999,7,9979800,41681699,7
5000000,9.855,4040588,6.3,118,"Based on a true story of love, victory, and fermentation",2008,6,6536499,5282260,6
16000000,9.489,29381649,7.2,191,Just a Baby Boy.,2001,6,25190400,46258468,7
50000000,18.813,71561644,6.4,2068,No sin goes unpunished,2015,11,57280000,81981019,6
1500000,7.018,3187700,7.7,104,Two boys observe a political coup in their native Chile.,2004,2,2210550,4697713,8
45000000,8.695,53854588,6.0,328,Golf Pro. Love Amateur.,1996,8,80068500,95823468,6
40000000,9.48,48093211,5.7,129,They needed help. What they got was a miracle.,1996,12,71172000,85572250,6
17000000,10.178,4299141,4.6,108,The world of the dead and the world of the living... are about to collide,2001,6,26764800,6768567,5
115000000,15.692,77628265,6.1,784,Honor Was Their Code.,2002,6,176076500,118856636,6
5000000,22.2,2367161,6.5,1184,Be careful who you let in,2014,9,5816000,2753481,6
10500000,3.009,22300000,6.0,59,Eyes On The World's Most Beautiful Prize,2014,8,12213600,25939360,6
32000000,12.694,18636537,6.4,1034,Think you are quick enough?,1995,9,58534400,34089953,6
10000000,5.22,20000000,6.2,93,A story about two guys... a girl... and one little lie. Believe it!,2008,11,13072999,26145999,6
13000000,10.989,17873691,7.6,950,Escaping the prison of life.,2009,8,16365699,22501189,8
4000000,14.809,2665322,5.9,1103,R U Agitated?,2014,3,4652800,3100302,6
3500000,8.425,3500000,4.0,27,No force from this world can stop it!,2006,10,4858700,4858700,4
98000000,8.643,10017322,5.8,314,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,1995,12,179261600,18323685,6
3000000,6.538,1200000,4.7,16,You have the right to remain silent... permanently.,1993,5,5797800,2319120,5
30000000,18.031,114663461,6.2,2208,May the best bride win,2009,9,37767000,144349831,6
25100000,13.865,29506464,6.1,338,A life misunderestimated.,2008,10,32813229,38573800,6
9500000,6.492,24000000,6.9,158,They stood together while their country fell apart,2005,9,13634400,34444800,7
17000000,18.793,209947037,7.6,4230,"Sooner or later she'll see them, then everything will be different.",2001,2,26764800,330540615,8
50000000,29.29,7033683,6.3,797,It destroyed his world. He won't let it destroy ours.,2008,4,65364999,9195133,6
55000000,25.112,346079773,7.0,4185,An American legend comes to life.,1995,6,100606000,633049120,7
1227401,5.44,1277401,6.1,35,All will be forgiven... all but one,1991,4,2547716,2651501,6
7000000,9.63,2062066,6.3,108,A day without sex is a day wasted.,2002,10,10717700,3157229,6
1100000,1.669,11000000,7.4,5,The Heart Knows the Truth,1992,12,2190210,21902100,7
12500000,8.031,1227324,7.0,92,"One family, one murder, too many lies.",1996,1,22241250,2183777,7
100000000,22.268,100138851,7.1,3540,Join the party!,1996,6,177930000,178177057,7
70000000,8.584,11263966,4.7,86,"This Fall, Action is served on the rocks, with a twist.",1999,1,116431000,18735354,5
36000000,9.875,50159144,6.7,488,It could happen to you.,1997,2,62229600,86705096,7
35000000,11.179,7155358,5.7,144,Evil has many faces. He has seen them all.,2007,4,47061000,9621094,6
3800000,8.551,28200000,6.6,138,"A comedy of families, a chip shop... and a very randy dog.",1999,5,6320540,46905060,7
5900000,8.404,13200000,7.6,334,This family is your family,2008,7,7713069,17256360,8
25000000,5.844,2491989,4.6,44,As American as apple pie and twice as smart.,1996,8,44482500,4433996,5
62000000,9.642,40854735,4.3,496,His Karma is Huge,2008,6,81052600,53409395,4
16000000,12.448,20627372,5.9,274,Warning: Sex Changes Everything,2000,6,26043200,33575173,6
17000000,38.168,136621271,6.4,2015,Fake Cops. Real Trouble.,2014,8,19774400,158917862,6
11000000,8.203,10224116,5.0,110,The Timberwolves Are About To Unleash Their Secret Weapon.,1998,8,18580100,17269554,5
35000000,11.794,61746888,5.4,576,Featherweight Heroes.,2005,3,50232000,88619133,5
7000000,11.489,28780255,6.7,406,Welcome to the new American dream.,2000,2,11393900,46845621,7
31000000,7.963,106683817,6.5,303,Her heart. Her soul. Her language are a mystery...A mystery called Nell,1994,12,58187000,200245524,6
13000000,4.758,1832541,6.7,32,Join the tribe.,2012,5,15661100,2207662,7
50000000,8.784,13260050,4.5,78,First they broke the law. Now they are the law.,1999,3,83165000,22055441,4
18000000,8.759,26527510,6.7,372,Greatness comes to those who take it.,2007,9,24202800,35668889,7
17000000,8.684,40227006,5.5,74,Why settle for less?,1992,7,33848700,80095991,6
4620000,6.75,2395000,6.0,15,"To dream of the american dream is easy, but it is difficult to cross Mexico.",2012,9,5565714,2885256,6
15000000,7.524,10443316,5.0,65,A long shot romance in a short order world.,1998,11,25336500,17639805,5
8300000,6.812,25037390,7.0,161,Witness! A new era of Godzilla!,1999,11,13805390,41644690,7
14000000,3.914,25000000,5.5,54,Summer 2008: The gang of Punjab arrives with a bang!,2008,1,18302200,32682499,6
25000000,7.54,12700000,6.9,177,Same Land. Same God. Different Dreams.,1993,8,48315000,24544020,7
6000000,8.294,5809330,7.5,672,They bet on the ruin of their country. And they won.,2014,9,6979200,6757412,8
28000000,10.587,64445708,7.1,363,"If you believe in yourself, anything can happen.",2004,6,41263600,94973639,7
80341000,9.711,127814609,7.2,474,The future will be decided.,2008,10,105029789,167092038,7
20000000,11.907,132675402,5.7,434,"Everything he needed to know about life, she learned in prison.",2003,7,30142000,199955098,6
20000000,7.077,27450189,3.1,46,Things are about to get hairy.,2006,2,27764000,38106352,3
58000000,10.601,85280250,5.3,695,We're not in Manhattan anymore.,2009,12,73016200,107359306,5
2000000,7.139,1568749,6.0,76,"Passion, Betrayal, Revenge, A hostile takeover is underway.",2000,12,3255400,2553452,6
38000000,9.9,24516772,5.5,105,Someone just picked on the wrong nobody.,2001,12,59827200,38599205,6
13000000,8.652,16929123,6.5,214,When it's real. When it's right. Don't let anything stand in your way.,2001,6,20467200,26653211,6
26000000,12.423,8009329,5.7,200,Getting there is twice the fun.,1994,4,48802000,15033510,6
6700000,9.11,1430655,6.7,270,Sometimes family is the best medicine.,2014,1,7793440,1664137,7
22000000,8.738,5271666,4.4,92,"In music she found her dream, her love, herself.",2001,9,34636800,8299710,4
5649897,8.322,13656380,7.1,448,Nothing is forgotten forever,2013,3,6668573,16118625,7
1500000,10.914,11098131,7.0,561,Joint custody blows.,2005,5,2152800,15928037,7
13500000,9.818,29027914,7.1,345,What imprisons desires of the heart?,2002,2,20669850,44444639,7
24000000,9.746,22518097,5.6,181,"Martin just wanted a nice, quiet family vacation. Instead, he got... Captain Ron",1992,9,47786400,44835782,6
15000000,9.292,15260154,6.5,162,The bank robbery was easy. But getting out of New York was a nightmare.,1990,7,32814000,33383112,6
12000000,4.738,1531489,5.8,15,It's time for heroes again.,1990,9,26251200,3350285,6
10000000,9.365,31609243,6.8,52,Family Comes First,2007,2,13446000,42501788,7
25000000,8.58,2336172,6.3,131,If you want to discover life learn from the master,2009,11,31472499,2941006,6
35000000,10.182,18381890,6.0,766,Being BAD never looked so GOOD!,2006,1,48587000,25517739,6
2006871,1.346,7040609,4.4,17,To love her is to die.,2012,3,2417677,8481821,4
2000000,8.377,22179430,6.8,309,If only life were as easy as pie,2007,5,2689200,29822461,7
40000000,14.868,106407672,6.4,1172,He'll do anything to get the groom out of the picture.,2008,4,52291999,139106749,6
12899867,10.771,85582407,7.5,1039,Return.,2006,3,17907595,118805497,8
45000000,12.615,9323833,6.2,262,World War II had its heroes and its miracles.,2008,9,58828499,12189046,6
25000000,14.025,5549200,5.6,321,Every Killer Meets His Equal.,2006,5,34705000,7703399,6
9000000,7.119,4350774,6.1,78,Flunk 'em if they can't take a joke.,1994,4,16893000,8166402,6
11000000,9.346,13196245,5.4,116,In marriage no one can hear you scream.,2007,3,14790600,17743671,5
2300000,0.796,10000000,5.8,5,It Took His Love...,2000,7,3743710,16277000,6
12000000,7.233,21026290,6.7,569,Fashions fade. Style is forever.,2014,8,13958400,24457780,7
11500000,11.253,23237911,7.4,733,Diamond in the Rough,1993,5,22224900,44909586,7
24000000,5.528,11875866,5.8,195,If You Can't Remember Your Past...You Can't Save Your Future.,2005,4,34444800,17044242,6
7000000,6.977,4720371,6.4,31,An Epic Journey.,2001,12,11020800,7431752,6
45000000,9.608,20350754,5.2,630,Beyond your wildest dreams. Beyond your wildest fantasies.,1995,9,82314000,37225599,5
7700000,4.646,6600000,4.6,25,Some Love Stories  Have Blood On Them,2009,11,9693530,8308739,5
80000000,12.92,96105964,6.4,955,Everything is under control.,2004,7,117896000,141631359,6
50000000,4.022,82169884,6.2,1439,It started with revenge.,2007,6,67230000,110485626,6
3300000,9.742,127392239,7.0,776,"In the harshest place on Earth, love finds a way.",2005,1,4736160,182833341,7
14000000,6.994,13249535,6.2,95,They all came to the wrong place at the wrong time.,1992,12,27875400,26381149,6
10000000,10.682,1895782,5.4,296,Some stories just keep on growing,2009,7,12589000,2386599,5
12000000,8.468,20354321,6.7,100,Two Worlds. One Journey.,2006,2,16658400,28255868,7
44000000,9.478,13681765,6.9,192,"Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation.",1995,12,80484800,25026684,7
25000000,11.771,51702483,5.5,266,The other side of safe.,1996,9,44482500,91994228,6
11000000,8.479,11439193,6.7,191,They might be his hostages but what they're doing to this guy is criminal.,1994,9,20647000,21471365,7
8000000,10.09,8279017,6.7,334,An Unspeakable Horror. A Creative Genius. Captured For Eternity.,2000,5,13021600,13475755,7
50000000,16.682,79958599,5.5,255,This Is Gonna Hurt,2001,3,78720000,125886818,6
8000000,8.581,41400000,7.3,227,In the ways of the ancients she found a hope for the future.,2003,1,12056800,62393940,7
8000000,7.703,8826094,6.6,195,Dare to enter a world of future videogames.,2001,1,12595200,13895802,7
4500000,11.394,23261485,6.5,46,"Here, we get down and dirty.",1998,8,7600950,39290974,6
7000000,8.812,7292175,5.9,61,Tim's getting a future... whether he likes it or not!,1999,1,11643100,12129074,6
9000000,13.58,2395231,6.6,477,Fear never travels alone.,1993,6,17393400,4629023,7
20000000,8.157,13204291,6.4,103,Every temptation has its price.,2008,7,26145999,17261969,6
8000000,7.719,1868949,6.1,65,Sometimes finding true love can be the death of you.,2002,4,12248800,2861547,6
16000000,8.581,18928871,6.5,211,One woman dared to keep hope alive,2007,6,21513600,25451759,6
24000000,9.316,13700000,5.2,84,He's cool. He's clean. He's a love machine.,2000,10,39064800,22299490,5
24000000,6.383,2642983,5.5,60,Sometimes an entire life can change in just one night.,1997,11,41486400,4568660,6
35000000,12.3,4858139,6.3,253,A magical journey to a place where the past and present meet,1993,1,67641000,9388839,6
30000000,11.952,53653224,7.2,1530,Harold Crick isn't ready to go. Period.,2006,9,41646000,74481405,7
11000000,7.467,32861136,7.2,81,Between every mother and daughter there is a story that must be told.,1993,8,21258600,63507431,7
5500000,7.917,16722143,6.0,203,It started when everything was over.,2012,4,6625850,20145165,6
12000000,7.22,4166918,5.8,53,Joining this deadly underworld was easy. But getting out...deadly!,1997,10,20743200,7202934,6
36500000,4.397,21834845,5.5,62,Dark Planet (2009),2008,12,47716450,28544692,6
5000000,7.799,5502773,6.4,138,Growing Up is Hard to Do,1998,8,8445500,9294733,6
40000000,6.376,9243140,5.7,80,A gambler who trusted no one. A woman who risked everything. And a passion that brought them together in the most dangerous city in the world.,1990,11,87504000,20220293,6
12516654,8.212,8109160,7.7,339,"Bonnie and Clyde, Sid and Nancy...",2012,12,15078813,9769105,8
8500000,8.784,16000000,7.3,119,Startup - Resonance - Smashed Ice,2002,2,13014350,24497600,7
31000000,9.338,185260553,7.0,697,Come as you are.,1996,8,55158300,329634101,7
65000000,13.738,117758500,6.4,938,He's A Cop That's Not.,1999,9,108114500,195867713,6
60000000,20.081,137587063,7.2,3172,"Close your eyes, but keep your mind wide open.",2007,2,80676000,184999564,7
9000000,8.229,10000000,5.0,57,He's a cop who reached the Boiling Point,1993,4,17393400,19326000,5
5000000,7.339,4856298,6.2,84,Life is what happens in between.,2003,11,7535500,7318926,6
74500000,8.456,62172050,7.1,568,"Two infant tiger cubs, separated from their parents and each other.",2004,7,109790650,91622950,7
14000000,9.203,10424470,5.6,166,Unleash your inner model.,2001,2,22041600,16412285,6
3000000,1.937,6600000,6.2,11,Part fact. Part fiction. Pure fun.,2009,5,3776699,8308739,6
8000000,7.976,3432342,7.2,220,"A provocative new comedy about sex, friendship, and all other things that invade our lives.",2003,5,12056800,5172882,7
14000000,10.585,6413915,5.2,123,When all else fails... cheat.,2002,1,21435400,9820345,5
2079000,7.362,4099000,7.0,166,Welcome To A Summer Of Their Lives You Will Never Forget,2001,7,3273177,6453465,7
13000000,9.99,17040871,7.0,88,The legend no one can forget has become the greatest adventure ever filmed.,2003,10,19592300,25682296,7
23000000,8.728,10827816,6.8,141,The end was just the beginning.,1999,3,38255900,18009906,7
40000000,9.862,70100000,5.5,334,A Player Who's About to be Played.,1992,6,79644000,139576110,6
50000000,13.421,32017803,7.0,2447,"If the sun dies, so do we.",2007,5,67230000,43051137,7
7000000,7.728,14011454,6.8,55,He didn't know how far he'd have to go.,1999,8,11643100,23305251,7
6000000,9.584,1066471,7.1,293,Based on the novel by Henry James,2013,2,7081799,1258755,7
2000000,8.275,1477002,6.6,552,Some things are best kept secret,2015,7,2291200,1692053,7
25000000,11.855,28831145,6.7,621,The greatest victories don't always happen on the field.,2014,11,29080000,33536387,7
48000000,9.741,35743308,6.5,279,One day can make your life; one day can ruin your life. All life is is four or five big days that change everything.,2001,10,75571200,56274264,6
22000000,12.34,221303188,6.8,386,Some people would kill for love.,1990,7,48127200,484122854,7
10000000,12.03,17689177,6.1,213,They don't run the fastest. They don't jump the highest. But they sure are getting the last laugh. Heavyweights. They never met a hot dog they didn't like ... until now.,1995,2,18292000,32357042,6
